id,name,category,purchase_date,value,depreciation_rate,status,created_at
1750,They Asset,Vehicles,2025-04-30,55019.03,5.0,Disposed,2022-07-17T17:50:00
1751,Time Asset,Furniture,2025-08-03,19448.81,15.0,Retired,2021-02-12T12:47:23
1752,Contain Asset,IT Equipment,2022-10-08,60544.35,30.0,Disposed,2020-12-13T22:20:01
1753,Reduce Asset,Tools,2023-02-22,66963.85,15.0,Disposed,2023-10-18T19:29:55
1754,Gun Asset,Tools,2018-01-04,41710.79,5.0,Retired,2018-01-04T18:13:12
1755,Design Asset,Tools,2018-08-04,62644.11,20.0,Active,2023-01-21T13:10:27
1756,Several Asset,Tools,2019-04-10,64469.75,10.0,Retired,2025-01-07T10:02:28
1757,Maintain Asset,IT Equipment,2016-07-21,25661.70,30.0,Disposed,2019-11-17T21:05:01
1758,Piece Asset,Tools,2017-10-15,75727.02,20.0,Disposed,2018-03-24T03:18:42
1759,Fine Asset,Vehicles,2020-11-26,55257.39,30.0,Disposed,2024-09-24T07:36:51
1760,Politics Asset,Office Equipment,2021-02-21,40724.36,20.0,Retired,2016-05-04T05:23:57
1761,Sound Asset,IT Equipment,2024-02-02,31845.88,20.0,Disposed,2016-08-23T07:49:46
1762,Paper Asset,IT Equipment,2022-09-22,69200.13,30.0,Retired,2025-06-07T19:49:14
1763,Final Asset,IT Equipment,2024-01-19,69599.28,30.0,Active,2022-05-09T21:10:19
1764,His Asset,Office Equipment,2018-08-20,6597.53,30.0,Retired,2017-04-22T16:34:30
1765,Much Asset,Furniture,2022-04-06,17784.95,5.0,Disposed,2019-08-20T08:01:16
1766,Claim Asset,Furniture,2017-04-04,23438.90,15.0,Active,2017-05-09T11:44:57
1767,List Asset,Office Equipment,2015-12-01,41647.96,15.0,Disposed,2020-10-04T14:15:09
1768,Boy Asset,Vehicles,2021-02-23,71985.25,5.0,Active,2019-05-27T14:13:49
1769,Feel Asset,Office Equipment,2017-05-17,29687.85,20.0,Retired,2016-08-15T09:19:07
1770,Little Asset,Office Equipment,2019-05-07,18706.82,15.0,Disposed,2022-11-22T13:55:38
1771,Test Asset,Tools,2016-02-06,57580.90,15.0,Retired,2022-01-13T12:09:40
1772,Type Asset,Tools,2020-05-13,79436.73,15.0,Active,2020-12-26T23:36:22
1773,Movement Asset,IT Equipment,2021-08-18,18075.07,30.0,Retired,2025-10-16T04:48:19
1774,Try Asset,Tools,2024-05-11,66593.05,25.0,Retired,2017-06-18T02:51:35
1775,Scientist Asset,Office Equipment,2016-08-28,33648.05,15.0,Disposed,2019-07-25T19:02:04
1776,Try Asset,IT Equipment,2022-01-21,56158.79,30.0,Disposed,2020-11-07T21:00:48
1777,Officer Asset,Office Equipment,2024-02-27,72613.63,10.0,Active,2024-07-18T14:05:15
1778,Night Asset,Tools,2019-03-27,73776.70,15.0,Disposed,2021-08-23T22:40:10
1779,Let Asset,Furniture,2023-07-16,23476.14,10.0,Active,2016-01-21T07:44:09
1780,Eat Asset,Vehicles,2018-08-18,33010.91,10.0,Disposed,2022-03-23T04:58:21
1781,Analysis Asset,Tools,2022-12-07,40594.16,10.0,Retired,2025-06-14T04:16:03
1782,Help Asset,Tools,2017-04-10,49926.01,30.0,Retired,2022-02-11T18:35:51
1783,Name Asset,IT Equipment,2020-05-13,7754.50,15.0,Disposed,2016-08-03T16:25:08
1784,Free Asset,IT Equipment,2022-07-16,30127.11,30.0,Retired,2022-10-03T22:51:22
1785,Lead Asset,IT Equipment,2022-09-11,1153.82,30.0,Active,2025-03-15T06:10:02
1786,Meet Asset,Furniture,2016-11-05,37939.56,15.0,Retired,2025-04-27T10:44:49
1787,Every Asset,IT Equipment,2015-12-24,45859.88,5.0,Active,2020-02-15T08:36:40
1788,Attack Asset,IT Equipment,2021-08-20,66123.50,5.0,Active,2017-10-14T09:58:39
1789,If Asset,IT Equipment,2023-04-13,68108.73,30.0,Disposed,2015-12-29T00:58:36
1790,Raise Asset,Vehicles,2016-12-22,66322.01,10.0,Disposed,2023-09-15T16:15:25
1791,As Asset,IT Equipment,2020-07-02,58851.86,15.0,Disposed,2020-10-21T15:50:50
1792,Service Asset,Furniture,2016-10-28,22498.64,25.0,Disposed,2018-05-15T11:34:37
1793,Entire Asset,Tools,2024-03-30,52511.24,30.0,Disposed,2024-06-06T18:53:54
1794,Life Asset,Vehicles,2017-12-07,46581.08,30.0,Disposed,2020-04-03T13:08:06
1795,Speech Asset,Furniture,2021-06-25,818.70,30.0,Disposed,2025-01-17T00:14:11
1796,Then Asset,Furniture,2019-07-12,59606.72,5.0,Retired,2016-08-29T21:02:38
1797,Throw Asset,Tools,2018-04-09,11339.89,5.0,Active,2023-03-17T15:29:07
1798,Include Asset,Office Equipment,2025-07-30,33048.52,30.0,Active,2016-10-30T22:18:42
1799,Do Asset,IT Equipment,2023-12-26,47754.07,30.0,Disposed,2017-07-05T02:24:12
1800,Tough Asset,Tools,2024-02-16,38471.37,15.0,Active,2020-09-05T10:08:22
1801,Effect Asset,Office Equipment,2022-07-15,69414.35,20.0,Disposed,2016-05-01T03:12:40
1802,Trip Asset,IT Equipment,2019-04-06,35268.32,25.0,Active,2015-12-04T01:53:52
1803,Customer Asset,Office Equipment,2021-01-04,49753.52,25.0,Retired,2017-02-27T17:23:52
1804,Action Asset,Office Equipment,2023-05-19,36386.84,30.0,Retired,2018-04-22T23:58:41
1805,Board Asset,IT Equipment,2023-04-27,73016.22,30.0,Active,2024-12-18T13:01:47
1806,Also Asset,Vehicles,2023-03-27,1674.61,20.0,Disposed,2023-07-22T10:43:09
1807,Employee Asset,Office Equipment,2018-07-09,56028.86,15.0,Active,2019-05-24T09:53:35
1808,List Asset,Tools,2024-08-20,45569.70,20.0,Active,2020-07-04T15:00:03
1809,Recent Asset,IT Equipment,2017-03-10,49340.95,10.0,Active,2019-03-23T03:54:47
1810,Better Asset,Office Equipment,2025-08-09,50289.67,25.0,Retired,2023-08-03T15:12:29
1811,Sort Asset,Furniture,2022-07-20,6765.97,10.0,Retired,2019-05-18T07:52:11
1812,Join Asset,Office Equipment,2020-10-04,9660.73,5.0,Active,2018-04-11T18:12:32
1813,Account Asset,Furniture,2023-01-18,64028.04,30.0,Active,2020-06-08T20:07:41
1814,Understand Asset,Office Equipment,2025-02-13,65627.88,10.0,Retired,2017-10-28T04:01:39
1815,Small Asset,IT Equipment,2025-02-11,9917.66,10.0,Retired,2019-07-21T20:02:33
1816,Executive Asset,Tools,2019-09-14,14543.79,5.0,Disposed,2023-08-18T21:33:52
1817,Glass Asset,IT Equipment,2017-12-23,39297.28,5.0,Active,2022-07-17T05:14:12
1818,Land Asset,Office Equipment,2017-03-09,790.59,30.0,Retired,2023-07-06T22:19:14
1819,These Asset,Vehicles,2023-07-10,77152.07,30.0,Retired,2016-05-24T23:22:37
1820,Compare Asset,Furniture,2022-07-20,43937.56,25.0,Retired,2020-03-11T22:50:11
1821,Recent Asset,Tools,2024-07-28,74196.28,15.0,Retired,2023-11-13T18:58:54
1822,Order Asset,Vehicles,2023-03-02,45958.34,5.0,Active,2019-12-12T16:40:41
1823,Then Asset,IT Equipment,2016-01-15,65531.21,10.0,Disposed,2020-01-30T15:57:17
1824,Health Asset,IT Equipment,2020-10-31,33934.08,20.0,Retired,2020-05-20T13:04:35
1825,Air Asset,IT Equipment,2022-09-05,42557.49,10.0,Active,2022-03-25T09:30:26
1826,No Asset,Tools,2020-01-02,36646.47,10.0,Retired,2017-08-27T04:40:05
1827,Beautiful Asset,IT Equipment,2023-04-20,43835.83,30.0,Retired,2023-12-19T03:35:46
1828,Catch Asset,IT Equipment,2017-12-03,61955.83,5.0,Active,2021-05-06T23:16:19
1829,Talk Asset,Furniture,2021-02-24,3789.19,20.0,Retired,2024-03-09T05:52:19
1830,Cold Asset,Office Equipment,2018-10-26,3409.93,10.0,Disposed,2023-12-29T10:43:26
1831,After Asset,Tools,2018-10-24,7471.07,5.0,Retired,2024-05-08T04:36:29
1832,Three Asset,IT Equipment,2017-07-24,15433.32,20.0,Active,2022-04-20T09:36:26
1833,Add Asset,Vehicles,2017-10-10,20317.72,10.0,Active,2018-08-29T20:03:15
1834,Process Asset,Furniture,2015-12-20,77316.62,25.0,Retired,2024-09-14T03:09:11
1835,About Asset,Furniture,2022-12-18,40523.88,25.0,Retired,2020-03-15T10:20:20
1836,Certainly Asset,Tools,2022-06-20,13249.43,10.0,Retired,2021-12-23T13:39:56
1837,Free Asset,Furniture,2025-03-20,3487.10,10.0,Retired,2024-10-17T12:26:03
1838,Memory Asset,Furniture,2024-09-25,14640.01,15.0,Disposed,2024-07-28T14:47:56
1839,He Asset,Tools,2019-09-19,46612.86,25.0,Disposed,2022-05-03T22:49:39
1840,From Asset,Tools,2019-08-28,34180.28,20.0,Active,2025-09-28T22:09:36
1841,Officer Asset,IT Equipment,2018-03-11,26985.27,30.0,Retired,2018-11-01T08:05:20
1842,Happy Asset,IT Equipment,2023-04-06,30297.66,10.0,Disposed,2023-01-22T02:41:52
1843,Opportunity Asset,Vehicles,2018-02-24,18503.89,5.0,Disposed,2020-08-19T13:12:07
1844,House Asset,Vehicles,2021-07-14,79730.52,10.0,Active,2021-10-23T01:36:49
1845,Open Asset,Vehicles,2017-11-23,47489.19,25.0,Disposed,2020-04-16T14:39:41
1846,Head Asset,Tools,2018-09-15,78927.01,20.0,Active,2023-09-29T17:39:33
1847,Sit Asset,Furniture,2025-06-01,56596.06,30.0,Active,2021-02-26T06:00:44
1848,Exist Asset,Vehicles,2017-07-29,44499.17,15.0,Disposed,2022-09-29T08:45:06
1849,Environmental Asset,Tools,2023-06-04,61145.21,10.0,Disposed,2023-04-20T11:32:12
1850,Company Asset,Vehicles,2019-09-17,19454.42,5.0,Active,2020-03-10T07:28:46
1851,Off Asset,IT Equipment,2024-06-02,78970.67,25.0,Retired,2024-01-10T19:31:25
1852,Degree Asset,Tools,2024-01-30,48908.79,5.0,Active,2025-10-12T16:07:05
1853,Safe Asset,Vehicles,2021-12-07,5016.84,30.0,Retired,2019-05-27T03:27:15
1854,At Asset,Office Equipment,2016-09-09,68923.46,10.0,Retired,2018-01-03T02:30:52
1855,Eat Asset,IT Equipment,2025-05-04,35912.24,15.0,Disposed,2016-02-28T14:20:40
1856,Know Asset,Furniture,2021-06-03,55669.58,20.0,Disposed,2018-05-11T04:03:02
1857,Recently Asset,Office Equipment,2023-07-02,50345.06,20.0,Active,2021-06-29T04:27:46
1858,Laugh Asset,Tools,2025-07-20,22832.75,5.0,Retired,2017-06-25T23:38:56
1859,Fish Asset,Vehicles,2019-06-20,52747.42,25.0,Retired,2016-02-04T03:15:44
1860,Town Asset,IT Equipment,2021-07-12,52778.03,20.0,Active,2025-03-10T19:46:57
1861,Provide Asset,Furniture,2018-04-24,13527.30,5.0,Retired,2025-08-16T07:09:44
1862,Yet Asset,Vehicles,2021-04-04,46186.26,20.0,Retired,2017-08-08T10:35:39
1863,Morning Asset,Vehicles,2018-12-28,50988.39,5.0,Active,2021-10-07T19:08:10
1864,Investment Asset,Vehicles,2019-07-25,75784.25,10.0,Retired,2018-12-07T08:31:26
1865,Never Asset,IT Equipment,2017-05-12,22722.36,10.0,Retired,2023-02-23T14:42:08
1866,Plant Asset,Office Equipment,2017-07-04,34399.92,15.0,Disposed,2018-09-07T00:02:13
1867,Hope Asset,Furniture,2020-01-12,39593.76,30.0,Active,2021-08-13T17:21:18
1868,Beautiful Asset,Office Equipment,2023-05-17,15047.59,15.0,Disposed,2016-07-20T07:30:25
1869,Bring Asset,Furniture,2025-05-25,76537.08,30.0,Active,2023-07-18T19:43:36
1870,Floor Asset,Vehicles,2021-05-26,16739.75,5.0,Retired,2019-05-07T21:02:41
1871,Rich Asset,IT Equipment,2023-01-28,24302.60,20.0,Active,2023-01-13T10:45:54
1872,Act Asset,Tools,2021-11-19,4097.84,20.0,Active,2023-12-20T14:17:28
1873,Series Asset,Tools,2018-09-05,27308.46,5.0,Active,2021-04-17T09:31:03
1874,Audience Asset,Office Equipment,2023-10-23,11200.18,15.0,Retired,2019-10-13T19:42:59
1875,Much Asset,Vehicles,2020-04-24,32386.61,15.0,Retired,2017-11-08T03:57:39
1876,Hair Asset,IT Equipment,2022-06-19,62165.86,15.0,Retired,2023-10-03T04:07:37
1877,Sea Asset,IT Equipment,2022-06-13,6610.39,30.0,Active,2016-10-13T06:36:18
1878,Public Asset,Furniture,2017-05-31,19918.36,15.0,Disposed,2020-09-15T01:46:53
1879,Ever Asset,Vehicles,2017-05-05,72902.06,30.0,Disposed,2025-07-01T07:58:05
1880,Fast Asset,Office Equipment,2019-09-16,56142.27,15.0,Retired,2022-03-02T22:20:08
1881,To Asset,IT Equipment,2019-02-05,29774.14,20.0,Retired,2017-05-03T19:29:03
1882,Safe Asset,Tools,2019-04-03,48152.76,15.0,Disposed,2021-01-22T02:48:45
1883,Would Asset,Tools,2021-08-25,10611.64,5.0,Retired,2023-10-05T12:59:09
1884,Teacher Asset,Furniture,2023-09-22,6415.86,20.0,Active,2016-08-13T23:13:58
1885,Never Asset,Furniture,2018-04-18,6203.69,10.0,Retired,2022-07-03T18:30:31
1886,Head Asset,IT Equipment,2023-06-04,73043.31,20.0,Active,2023-02-19T20:40:33
1887,Maintain Asset,IT Equipment,2021-05-17,43576.08,20.0,Active,2019-07-25T01:45:20
1888,Bill Asset,IT Equipment,2025-03-04,33574.80,5.0,Retired,2020-01-26T18:37:59
1889,Western Asset,Furniture,2017-02-09,51539.99,10.0,Active,2019-12-07T03:15:58
1890,Newspaper Asset,Vehicles,2016-12-26,9196.59,10.0,Disposed,2023-01-01T17:37:09
1891,Change Asset,Tools,2021-02-03,63343.41,20.0,Retired,2023-04-14T09:00:05
1892,Character Asset,Furniture,2018-06-04,50996.11,25.0,Active,2019-12-23T19:39:57
1893,Player Asset,Office Equipment,2019-09-02,8221.48,20.0,Active,2021-02-26T21:05:44
1894,Human Asset,Vehicles,2015-12-05,58186.78,10.0,Retired,2016-01-04T08:55:48
1895,Upon Asset,Furniture,2024-04-25,57065.00,5.0,Disposed,2021-11-26T08:08:39
1896,Such Asset,Vehicles,2025-03-02,31451.94,10.0,Disposed,2020-10-29T11:42:05
1897,Evidence Asset,Vehicles,2020-10-10,3077.41,5.0,Retired,2016-01-16T19:00:44
1898,Those Asset,Office Equipment,2020-08-11,77722.62,30.0,Active,2020-07-12T21:58:54
1899,Space Asset,Vehicles,2018-09-02,44936.01,5.0,Active,2023-04-03T20:55:17
1900,Try Asset,Tools,2015-11-17,64071.83,20.0,Active,2019-03-25T03:42:32
1901,Strong Asset,Office Equipment,2018-03-28,73002.34,5.0,Disposed,2017-03-30T20:02:15
1902,Attorney Asset,Furniture,2018-07-05,75534.32,15.0,Retired,2016-10-13T00:20:17
1903,Food Asset,Tools,2021-03-26,51919.41,20.0,Active,2021-07-03T11:41:39
1904,Concern Asset,Furniture,2019-09-09,54274.06,25.0,Disposed,2023-10-28T11:00:41
1905,Weight Asset,Tools,2021-10-26,50655.98,15.0,Disposed,2018-04-02T13:30:16
1906,Society Asset,Tools,2023-05-28,3424.78,25.0,Disposed,2017-01-28T09:33:11
1907,Out Asset,Tools,2016-10-30,49874.11,10.0,Active,2025-08-27T16:37:35
1908,Worker Asset,Vehicles,2018-09-04,67363.22,10.0,Disposed,2023-01-10T15:41:06
1909,Compare Asset,IT Equipment,2024-01-02,44386.31,10.0,Disposed,2021-06-21T02:05:28
1910,Eye Asset,Furniture,2024-08-11,17460.66,20.0,Active,2022-02-28T14:43:29
1911,Population Asset,Furniture,2018-01-04,27092.06,20.0,Disposed,2018-03-31T03:14:40
1912,Economy Asset,Office Equipment,2021-08-01,32254.75,20.0,Retired,2017-04-03T03:23:08
1913,Trade Asset,Office Equipment,2021-02-28,14438.30,25.0,Retired,2016-11-08T04:31:22
1914,They Asset,Tools,2022-10-16,66306.36,10.0,Active,2025-07-29T12:49:44
1915,Exist Asset,Furniture,2018-06-12,52196.65,15.0,Active,2021-06-07T00:21:15
1916,Agree Asset,Office Equipment,2022-06-19,23022.32,15.0,Disposed,2016-10-09T17:41:52
1917,Big Asset,Furniture,2022-11-23,36021.53,5.0,Disposed,2016-12-14T03:47:36
1918,Matter Asset,Furniture,2024-12-24,61926.75,30.0,Disposed,2023-03-28T03:57:59
1919,Fear Asset,Tools,2019-02-03,71013.36,25.0,Disposed,2021-08-29T23:14:56
1920,Suggest Asset,Office Equipment,2016-01-19,71155.04,15.0,Disposed,2024-12-02T16:01:05
1921,Pm Asset,IT Equipment,2023-10-21,32463.39,15.0,Disposed,2025-03-21T20:57:13
1922,Billion Asset,Office Equipment,2022-11-13,47336.44,15.0,Retired,2019-11-09T13:30:59
1923,Enough Asset,IT Equipment,2017-11-16,30515.76,20.0,Active,2021-02-03T00:10:49
1924,Rather Asset,Office Equipment,2023-06-20,14548.28,20.0,Active,2019-01-05T10:03:00
1925,Raise Asset,Office Equipment,2019-04-07,48416.83,30.0,Disposed,2022-12-30T14:13:04
1926,Already Asset,Office Equipment,2016-07-12,995.02,5.0,Disposed,2017-11-15T16:02:50
1927,Environment Asset,Vehicles,2019-06-14,40340.40,10.0,Retired,2015-11-06T15:46:09
1928,Drug Asset,Office Equipment,2017-11-01,65239.01,25.0,Disposed,2018-09-16T01:59:03
1929,All Asset,IT Equipment,2024-06-13,716.87,5.0,Retired,2020-04-14T09:38:14
1930,Nothing Asset,Office Equipment,2025-03-10,12542.64,5.0,Disposed,2017-11-13T02:43:08
1931,Green Asset,Office Equipment,2021-10-19,15836.86,10.0,Active,2018-07-30T23:01:19
1932,Hair Asset,IT Equipment,2024-11-06,37723.04,25.0,Retired,2017-06-27T15:08:06
1933,Particular Asset,Office Equipment,2017-06-24,67946.45,15.0,Active,2017-12-12T01:08:39
1934,Herself Asset,Office Equipment,2023-02-16,63431.77,30.0,Active,2016-02-19T00:08:09
1935,Us Asset,IT Equipment,2024-10-30,4465.63,30.0,Retired,2017-02-01T10:43:58
1936,Institution Asset,Office Equipment,2023-09-24,45568.40,5.0,Active,2022-05-19T18:35:54
1937,Social Asset,Office Equipment,2022-11-05,72459.32,10.0,Disposed,2017-09-21T08:51:47
1938,Room Asset,Office Equipment,2022-03-01,46539.35,30.0,Active,2022-01-14T04:02:17
1939,Mission Asset,Tools,2023-04-23,64751.13,15.0,Retired,2020-10-24T10:00:12
1940,Yeah Asset,Furniture,2016-07-23,35515.42,20.0,Retired,2025-03-16T04:45:58
1941,Billion Asset,Tools,2025-06-06,72586.31,10.0,Retired,2022-07-28T03:08:17
1942,Well Asset,IT Equipment,2017-01-01,30153.58,25.0,Disposed,2024-07-30T04:28:25
1943,Involve Asset,Tools,2021-10-03,38686.58,10.0,Retired,2024-08-05T21:18:52
1944,Remember Asset,IT Equipment,2019-10-14,71379.63,30.0,Disposed,2016-03-21T04:04:35
1945,Parent Asset,Tools,2021-07-03,37215.79,10.0,Active,2025-08-03T22:00:00
1946,Choose Asset,Tools,2018-03-29,65151.14,25.0,Disposed,2017-06-23T23:50:27
1947,Land Asset,Office Equipment,2021-06-05,41395.42,25.0,Disposed,2023-12-09T15:42:23
1948,Laugh Asset,IT Equipment,2024-12-17,79884.87,20.0,Retired,2017-08-07T22:20:39
1949,Bar Asset,Office Equipment,2022-03-31,25577.00,15.0,Disposed,2018-10-24T12:55:35
1950,Look Asset,Tools,2024-01-21,79355.79,10.0,Active,2021-03-14T21:27:20
1951,Family Asset,Vehicles,2024-06-15,22703.45,25.0,Retired,2024-01-31T03:28:55
1952,Black Asset,Furniture,2022-09-03,16570.49,15.0,Active,2016-11-02T18:53:29
1953,Money Asset,IT Equipment,2016-05-10,4205.78,15.0,Active,2021-03-08T02:16:23
1954,Mother Asset,Furniture,2020-03-18,27872.09,30.0,Retired,2022-11-14T10:11:10
1955,Size Asset,Furniture,2024-12-08,15986.35,10.0,Disposed,2020-04-04T08:54:18
1956,Enough Asset,Vehicles,2016-10-15,33089.20,20.0,Retired,2020-05-14T00:50:08
1957,Raise Asset,IT Equipment,2020-11-12,79938.43,10.0,Disposed,2020-04-23T23:21:13
1958,Public Asset,Tools,2017-03-18,21587.97,5.0,Retired,2020-03-06T15:00:14
1959,Bill Asset,Vehicles,2020-05-20,29462.51,30.0,Active,2015-11-18T22:00:16
1960,Pattern Asset,Furniture,2025-05-27,1524.57,10.0,Disposed,2024-07-23T09:16:37
1961,Significant Asset,Furniture,2016-11-25,48215.57,30.0,Disposed,2021-07-30T10:50:40
1962,Message Asset,Tools,2018-12-31,39856.84,15.0,Retired,2016-10-04T22:18:37
1963,Someone Asset,Tools,2017-02-01,78873.40,10.0,Retired,2018-12-27T20:02:58
1964,None Asset,Tools,2024-02-24,68057.70,15.0,Retired,2020-05-01T01:49:21
1965,Much Asset,Vehicles,2025-01-06,77922.99,10.0,Disposed,2023-02-20T03:17:12
1966,Their Asset,Office Equipment,2016-05-28,74235.33,15.0,Retired,2021-06-24T20:47:30
1967,Rate Asset,Office Equipment,2017-05-25,62511.47,20.0,Active,2016-06-13T04:42:27
1968,Particular Asset,IT Equipment,2018-03-10,77456.89,20.0,Retired,2020-04-09T08:46:49
1969,Site Asset,Vehicles,2023-09-30,39238.41,15.0,Disposed,2022-10-08T09:25:46
1970,Dark Asset,Tools,2019-09-06,51965.42,15.0,Retired,2020-03-24T05:26:07
1971,Prove Asset,Vehicles,2016-01-09,42424.75,25.0,Active,2024-12-26T09:54:23
1972,Note Asset,IT Equipment,2019-08-13,78926.14,20.0,Disposed,2025-01-20T20:16:55
1973,Would Asset,Furniture,2024-11-12,46567.66,20.0,Retired,2024-03-24T11:39:04
1974,Specific Asset,Furniture,2019-08-13,50373.03,30.0,Active,2018-12-13T07:45:26
1975,Doctor Asset,Office Equipment,2021-02-24,32786.23,30.0,Active,2017-03-15T19:17:16
1976,These Asset,IT Equipment,2016-05-15,50724.54,20.0,Disposed,2017-03-22T02:33:22
1977,Ago Asset,Office Equipment,2015-11-13,45889.23,15.0,Retired,2017-06-23T05:52:47
1978,Ground Asset,Tools,2018-02-04,36730.53,30.0,Retired,2020-01-22T06:08:14
1979,Week Asset,Furniture,2021-10-06,67674.28,5.0,Active,2017-06-19T06:36:15
1980,Perhaps Asset,IT Equipment,2021-11-18,13654.14,10.0,Active,2023-02-09T09:37:43
1981,Statement Asset,Vehicles,2023-09-08,37236.90,20.0,Retired,2020-10-15T14:35:06
1982,Pm Asset,IT Equipment,2019-04-13,78173.25,15.0,Retired,2025-04-02T10:17:09
1983,Vote Asset,Tools,2022-04-28,27278.59,25.0,Disposed,2017-09-27T13:45:14
1984,Light Asset,Vehicles,2015-11-06,70268.04,10.0,Active,2016-10-06T03:13:26
1985,Analysis Asset,Office Equipment,2019-03-31,76170.63,5.0,Active,2019-09-13T19:04:10
1986,Note Asset,IT Equipment,2023-09-07,9691.04,25.0,Active,2023-12-18T10:05:55
1987,Letter Asset,Furniture,2017-06-12,22931.34,20.0,Disposed,2017-10-11T08:01:36
1988,Certain Asset,Furniture,2021-04-13,36657.26,25.0,Retired,2019-08-13T12:02:33
1989,Voice Asset,Office Equipment,2021-12-09,67424.88,30.0,Retired,2025-07-13T06:11:17
1990,Fall Asset,Office Equipment,2023-04-10,65111.78,10.0,Disposed,2023-10-10T19:39:32
1991,Throw Asset,IT Equipment,2020-10-14,69778.14,5.0,Active,2020-07-02T16:34:00
1992,House Asset,IT Equipment,2016-01-08,44817.33,10.0,Retired,2022-12-18T09:25:08
1993,Government Asset,Vehicles,2016-02-22,30222.61,30.0,Disposed,2021-02-08T08:31:23
1994,Style Asset,Vehicles,2017-10-30,8520.87,30.0,Active,2015-12-03T17:37:19
1995,Worker Asset,Furniture,2018-02-03,57613.01,20.0,Disposed,2020-03-29T16:51:47
1996,Real Asset,Furniture,2019-08-04,6678.51,5.0,Disposed,2024-03-17T21:40:36
1997,Across Asset,Furniture,2022-04-16,31590.61,25.0,Retired,2022-11-20T01:27:36
1998,Manager Asset,Furniture,2016-03-21,48153.81,25.0,Disposed,2019-11-05T22:44:29
1999,View Asset,IT Equipment,2020-03-16,10256.23,10.0,Disposed,2023-02-20T00:22:27
2000,Particularly Asset,Vehicles,2017-01-26,71589.96,25.0,Active,2025-08-14T16:29:36
