id,product,sku,warehouse,quantity,reorder_level,status,updated_at
1789,Space Salmon,SKU-101789,WH-B,1777,316,Discontinued,2023-10-11T04:48:32
1790,Few DarkGoldenRod,SKU-101790,WH-C,1218,453,Discontinued,2022-11-16T21:08:32
1791,Piece LightPink,SKU-101791,WH-C,521,435,Low Stock,2024-07-14T22:59:13
1792,Hospital LightSalmon,SKU-101792,WH-C,309,206,Backordered,2023-06-04T22:03:39
1793,Floor RoyalBlue,SKU-101793,WH-B,115,154,Available,2023-10-19T23:05:57
1794,Product CadetBlue,SKU-101794,Main Warehouse,582,67,Backordered,2024-02-14T11:16:46
1795,Break Sienna,SKU-101795,WH-B,902,159,Available,2024-01-08T07:59:57
1796,Over Sienna,SKU-101796,WH-C,190,471,Low Stock,2024-12-09T08:55:40
1797,Upon Indigo,SKU-101797,WH-B,939,489,Low Stock,2024-04-21T23:51:18
1798,It OldLace,SKU-101798,Main Warehouse,1616,226,Discontinued,2025-03-15T01:10:03
1799,Benefit SeaShell,SKU-101799,Main Warehouse,776,283,Available,2025-02-27T22:14:31
1800,About HotPink,SKU-101800,Main Warehouse,1571,479,Available,2025-04-28T14:19:14
1801,Stuff SlateGray,SKU-101801,WH-C,703,264,Available,2025-01-24T06:15:26
1802,Meet NavajoWhite,SKU-101802,Main Warehouse,616,316,Available,2024-04-04T07:31:28
1803,Human Gold,SKU-101803,WH-C,1066,162,Discontinued,2025-03-16T20:23:31
1804,Sell AliceBlue,SKU-101804,WH-A,563,149,Available,2024-02-17T21:52:01
1805,Beyond PaleGoldenRod,SKU-101805,WH-A,433,499,Backordered,2024-01-04T08:21:25
1806,Single CornflowerBlue,SKU-101806,Main Warehouse,350,155,Available,2022-12-06T06:58:40
1807,Whom DarkKhaki,SKU-101807,WH-C,909,140,Backordered,2025-07-26T11:21:53
1808,Father White,SKU-101808,WH-C,54,299,Discontinued,2024-02-09T03:23:21
1809,Soon LightSkyBlue,SKU-101809,WH-B,374,142,Backordered,2023-12-06T15:40:15
1810,Science LemonChiffon,SKU-101810,WH-B,649,84,Discontinued,2023-04-19T18:14:04
1811,Night PaleTurquoise,SKU-101811,WH-A,199,471,Available,2025-02-20T18:41:56
1812,Energy Chocolate,SKU-101812,WH-A,1416,39,Backordered,2023-06-21T03:08:01
1813,Billion DarkOliveGreen,SKU-101813,WH-A,1970,283,Backordered,2025-10-24T20:00:54
1814,Explain PeachPuff,SKU-101814,Main Warehouse,1387,227,Backordered,2025-10-13T11:23:10
1815,Great PeachPuff,SKU-101815,WH-B,1676,94,Available,2024-06-13T00:22:32
1816,School RoyalBlue,SKU-101816,WH-B,731,433,Discontinued,2024-02-20T01:27:51
1817,Loss DarkOrange,SKU-101817,WH-A,1024,350,Low Stock,2024-09-28T00:52:02
1818,Perform PaleGreen,SKU-101818,WH-A,1676,347,Discontinued,2022-12-22T10:34:22
1819,Low Black,SKU-101819,WH-B,1332,150,Available,2024-04-17T11:02:51
1820,Themselves BlueViolet,SKU-101820,WH-A,1811,89,Low Stock,2023-02-10T17:58:58
1821,Water White,SKU-101821,Main Warehouse,542,89,Backordered,2023-01-31T06:12:35
1822,City HoneyDew,SKU-101822,Main Warehouse,1357,487,Low Stock,2023-05-24T01:16:01
1823,Ground RosyBrown,SKU-101823,WH-A,685,445,Backordered,2023-09-26T00:23:05
1824,Kitchen Plum,SKU-101824,WH-C,1119,433,Low Stock,2025-01-26T00:12:36
1825,Maybe MediumTurquoise,SKU-101825,Main Warehouse,1887,415,Available,2024-04-16T03:36:44
1826,Six MintCream,SKU-101826,WH-B,1983,42,Backordered,2024-06-22T04:17:16
1827,Material DarkOrchid,SKU-101827,Main Warehouse,1990,359,Backordered,2022-12-28T20:31:10
1828,Sing DimGray,SKU-101828,WH-C,915,166,Discontinued,2024-09-28T14:42:15
1829,Down DarkSlateGray,SKU-101829,WH-A,603,99,Low Stock,2023-12-11T21:12:48
1830,Mouth Chocolate,SKU-101830,Main Warehouse,1962,63,Discontinued,2024-01-30T04:28:33
1831,Concern LightGoldenRodYellow,SKU-101831,WH-C,1397,252,Low Stock,2023-05-04T22:49:32
1832,Thing OliveDrab,SKU-101832,WH-A,537,230,Available,2023-08-30T10:53:00
1833,Quickly LightSkyBlue,SKU-101833,Main Warehouse,375,265,Backordered,2025-07-21T13:39:43
1834,Doctor LightSeaGreen,SKU-101834,WH-A,1656,148,Backordered,2024-05-28T15:01:21
1835,Listen Purple,SKU-101835,WH-B,1272,436,Low Stock,2024-01-01T15:52:57
1836,Walk PaleGoldenRod,SKU-101836,Main Warehouse,913,452,Discontinued,2023-10-19T04:41:07
1837,Mother DarkGreen,SKU-101837,Main Warehouse,1207,287,Discontinued,2025-03-09T03:14:28
1838,Quickly DarkMagenta,SKU-101838,Main Warehouse,677,160,Backordered,2023-10-01T20:46:49
1839,Put Black,SKU-101839,WH-C,1050,142,Discontinued,2023-06-24T23:33:54
1840,Future MediumBlue,SKU-101840,WH-C,1979,45,Low Stock,2023-12-01T06:23:55
1841,Wonder RosyBrown,SKU-101841,WH-C,8,69,Low Stock,2023-12-20T18:09:12
1842,Process Olive,SKU-101842,WH-B,851,465,Available,2024-03-30T20:08:03
1843,Wrong Blue,SKU-101843,WH-C,1971,318,Discontinued,2023-09-27T10:55:41
1844,Reduce DimGray,SKU-101844,WH-B,1424,242,Backordered,2025-08-24T13:07:30
1845,Five White,SKU-101845,WH-A,1430,307,Low Stock,2023-04-23T00:08:39
1846,Nor ForestGreen,SKU-101846,WH-C,771,468,Low Stock,2022-12-02T23:43:03
1847,Return GreenYellow,SKU-101847,WH-A,227,88,Backordered,2025-03-30T13:33:20
1848,Treat Salmon,SKU-101848,WH-C,1613,160,Discontinued,2023-11-25T23:31:50
1849,Town Maroon,SKU-101849,WH-B,864,378,Backordered,2023-12-18T11:09:08
1850,Again BlanchedAlmond,SKU-101850,Main Warehouse,243,481,Available,2025-10-08T02:51:00
1851,Wrong Maroon,SKU-101851,WH-C,838,293,Discontinued,2023-12-06T17:04:33
1852,Voice Gold,SKU-101852,WH-B,1444,77,Low Stock,2024-04-29T09:04:29
1853,Want DodgerBlue,SKU-101853,WH-A,1978,492,Discontinued,2024-11-27T09:02:19
1854,Role DarkViolet,SKU-101854,WH-A,1346,224,Backordered,2025-05-13T10:51:48
1855,Tend PaleGoldenRod,SKU-101855,WH-C,1061,25,Backordered,2024-05-17T23:50:07
1856,American Khaki,SKU-101856,WH-B,209,203,Available,2023-08-03T23:48:04
1857,Fact LightSlateGray,SKU-101857,WH-B,1447,76,Discontinued,2024-12-03T18:45:57
1858,Hear DarkOrchid,SKU-101858,WH-C,494,137,Available,2024-09-04T23:58:48
1859,Eight Beige,SKU-101859,WH-B,1714,235,Low Stock,2025-04-29T00:48:54
1860,Rock Azure,SKU-101860,Main Warehouse,138,284,Discontinued,2025-02-20T13:24:42
1861,Describe Yellow,SKU-101861,WH-B,582,162,Discontinued,2024-11-11T12:48:31
1862,Move Magenta,SKU-101862,WH-C,856,106,Available,2023-09-04T22:46:29
1863,Class DarkSlateBlue,SKU-101863,WH-A,266,330,Available,2023-08-26T04:26:53
1864,Go LightPink,SKU-101864,WH-B,1113,367,Available,2023-05-29T09:14:17
1865,Choice DarkMagenta,SKU-101865,Main Warehouse,1115,443,Low Stock,2022-11-17T16:18:09
1866,Write Teal,SKU-101866,Main Warehouse,1105,398,Available,2022-12-24T00:44:54
1867,So WhiteSmoke,SKU-101867,Main Warehouse,852,49,Backordered,2023-06-14T19:23:42
1868,Race Ivory,SKU-101868,WH-C,710,328,Backordered,2025-01-31T23:19:45
1869,Leg Chocolate,SKU-101869,Main Warehouse,771,128,Backordered,2023-08-07T06:44:26
1870,Feeling DarkGray,SKU-101870,Main Warehouse,667,372,Backordered,2025-03-31T15:37:01
1871,Lay DeepPink,SKU-101871,WH-A,1070,486,Available,2025-08-02T11:25:13
1872,Begin Gray,SKU-101872,WH-B,1287,447,Low Stock,2022-11-27T16:22:42
1873,Third Olive,SKU-101873,WH-C,285,48,Low Stock,2025-07-24T21:58:02
1874,Direction Cyan,SKU-101874,Main Warehouse,886,309,Available,2024-02-12T00:35:22
1875,Course Brown,SKU-101875,WH-C,1708,497,Backordered,2024-05-21T03:43:29
1876,Field DarkOrange,SKU-101876,Main Warehouse,1206,482,Backordered,2022-12-31T17:31:39
1877,Hope DarkTurquoise,SKU-101877,WH-B,1099,266,Low Stock,2025-01-18T20:05:30
1878,Family White,SKU-101878,WH-C,919,462,Available,2024-10-08T06:04:40
1879,Positive AliceBlue,SKU-101879,WH-C,315,32,Low Stock,2022-12-26T21:57:51
1880,Thing PaleVioletRed,SKU-101880,WH-A,1371,122,Low Stock,2025-02-27T07:00:23
1881,Child DarkSeaGreen,SKU-101881,Main Warehouse,186,415,Low Stock,2025-06-30T03:52:51
1882,Story Chocolate,SKU-101882,WH-B,1527,91,Available,2024-02-02T22:22:01
1883,Human MediumSeaGreen,SKU-101883,WH-B,1776,231,Discontinued,2023-09-10T06:23:23
1884,Population Pink,SKU-101884,Main Warehouse,600,74,Discontinued,2025-05-28T22:47:31
1885,Number Aqua,SKU-101885,Main Warehouse,1116,209,Low Stock,2025-06-08T17:25:45
1886,Administration SteelBlue,SKU-101886,Main Warehouse,1934,287,Backordered,2023-12-11T19:32:31
1887,With Moccasin,SKU-101887,WH-B,965,83,Discontinued,2024-07-07T21:26:06
1888,Character CornflowerBlue,SKU-101888,Main Warehouse,59,379,Low Stock,2023-03-14T01:46:54
1889,Student Lavender,SKU-101889,WH-B,12,268,Discontinued,2024-02-23T20:11:27
1890,Tell PeachPuff,SKU-101890,Main Warehouse,1149,125,Backordered,2023-04-28T13:08:19
1891,Company DarkCyan,SKU-101891,Main Warehouse,1986,50,Available,2024-05-16T06:03:38
1892,Evidence GhostWhite,SKU-101892,Main Warehouse,372,350,Low Stock,2022-11-25T01:30:28
1893,Require Violet,SKU-101893,WH-B,544,336,Backordered,2024-01-26T10:41:50
1894,Film LimeGreen,SKU-101894,WH-C,983,134,Backordered,2022-11-25T08:41:31
1895,Executive Crimson,SKU-101895,Main Warehouse,355,108,Low Stock,2023-09-07T09:56:23
1896,Bit Moccasin,SKU-101896,Main Warehouse,1023,339,Available,2024-06-10T01:56:10
1897,Another DarkKhaki,SKU-101897,WH-A,521,179,Low Stock,2025-09-23T15:55:55
1898,Different Cyan,SKU-101898,WH-C,1086,192,Discontinued,2025-01-30T09:21:17
1899,Consumer MediumAquaMarine,SKU-101899,WH-B,124,492,Low Stock,2024-03-28T12:22:10
1900,Behind DarkBlue,SKU-101900,Main Warehouse,451,391,Low Stock,2023-01-01T23:33:08
1901,Dark LightSlateGray,SKU-101901,WH-B,1127,186,Discontinued,2025-06-07T02:15:10
1902,Practice Thistle,SKU-101902,WH-A,639,373,Low Stock,2024-05-29T19:04:16
1903,Surface DarkOrange,SKU-101903,WH-C,85,400,Low Stock,2025-04-29T14:52:20
1904,Bill DarkTurquoise,SKU-101904,WH-C,700,182,Backordered,2023-02-26T10:34:00
1905,Report Teal,SKU-101905,Main Warehouse,1067,319,Low Stock,2023-08-03T16:03:02
1906,Author OldLace,SKU-101906,Main Warehouse,1827,478,Discontinued,2022-11-27T23:20:06
1907,Movement SlateGray,SKU-101907,WH-A,600,63,Available,2025-05-28T00:10:04
1908,Weight OrangeRed,SKU-101908,Main Warehouse,976,295,Available,2024-12-30T01:25:40
1909,About Indigo,SKU-101909,WH-C,1615,308,Discontinued,2023-07-09T01:36:29
1910,Focus MediumVioletRed,SKU-101910,WH-C,818,455,Discontinued,2023-07-16T17:11:05
1911,In Turquoise,SKU-101911,WH-B,1080,210,Backordered,2025-01-26T14:15:16
1912,Play DarkViolet,SKU-101912,Main Warehouse,1246,15,Backordered,2023-02-18T21:09:49
1913,Teach Moccasin,SKU-101913,WH-C,1054,353,Backordered,2025-06-02T07:53:42
1914,Fire GhostWhite,SKU-101914,Main Warehouse,1022,392,Low Stock,2023-10-31T12:04:25
1915,Level SandyBrown,SKU-101915,WH-B,383,374,Low Stock,2023-09-12T17:49:03
1916,Community PowderBlue,SKU-101916,WH-A,1975,363,Low Stock,2023-12-23T21:57:19
1917,West DarkGoldenRod,SKU-101917,WH-C,1114,318,Backordered,2023-10-25T14:02:45
1918,Himself OldLace,SKU-101918,WH-C,1094,248,Discontinued,2024-06-05T15:08:01
1919,Data CadetBlue,SKU-101919,WH-A,21,347,Discontinued,2024-01-11T17:18:01
1920,Discover Maroon,SKU-101920,WH-B,489,356,Backordered,2025-08-27T23:02:48
1921,Soldier DarkSlateGray,SKU-101921,WH-C,1193,440,Backordered,2024-10-18T06:53:14
1922,Draw DarkMagenta,SKU-101922,WH-B,863,150,Available,2024-05-21T05:34:50
1923,Sound Yellow,SKU-101923,Main Warehouse,844,22,Backordered,2025-03-06T03:00:40
1924,Serious PaleVioletRed,SKU-101924,WH-B,121,53,Low Stock,2025-10-28T14:56:10
1925,Protect DarkCyan,SKU-101925,WH-A,461,450,Low Stock,2025-04-13T16:44:59
1926,Article LightSkyBlue,SKU-101926,WH-A,1420,70,Low Stock,2024-03-18T04:56:35
1927,Card LemonChiffon,SKU-101927,Main Warehouse,186,453,Discontinued,2025-08-16T10:11:59
1928,Into NavajoWhite,SKU-101928,WH-B,1114,124,Low Stock,2024-07-02T20:19:27
1929,Meet SaddleBrown,SKU-101929,WH-C,868,291,Available,2025-01-14T17:18:31
1930,Best LightGoldenRodYellow,SKU-101930,WH-C,1824,464,Available,2024-11-16T22:15:16
1931,Your LightSlateGray,SKU-101931,WH-A,1107,354,Available,2024-01-01T11:59:27
1932,Media Gold,SKU-101932,WH-A,749,429,Low Stock,2023-10-12T08:12:41
1933,Join OrangeRed,SKU-101933,WH-B,936,153,Low Stock,2023-10-16T12:56:45
1934,Guess SeaGreen,SKU-101934,WH-C,826,244,Available,2023-05-16T22:35:34
1935,Act Lime,SKU-101935,WH-B,1302,345,Discontinued,2023-12-31T20:53:59
1936,Stage LightGoldenRodYellow,SKU-101936,Main Warehouse,339,271,Discontinued,2022-11-09T12:43:45
1937,Participant LightSkyBlue,SKU-101937,WH-A,652,484,Discontinued,2025-06-17T19:37:29
1938,Quality DarkSlateBlue,SKU-101938,WH-C,1245,230,Backordered,2025-09-11T16:30:11
1939,Will DarkSlateBlue,SKU-101939,Main Warehouse,1427,479,Backordered,2024-06-24T05:53:17
1940,Put Cyan,SKU-101940,WH-C,1967,263,Backordered,2024-07-06T10:35:55
1941,Reach DarkKhaki,SKU-101941,WH-C,1252,301,Backordered,2023-03-17T05:34:56
1942,At Ivory,SKU-101942,WH-C,52,466,Backordered,2024-10-04T21:51:34
1943,Indeed Fuchsia,SKU-101943,WH-C,1836,342,Low Stock,2023-11-22T07:31:38
1944,Phone Bisque,SKU-101944,Main Warehouse,274,298,Available,2023-08-23T18:41:52
1945,Series LightGray,SKU-101945,Main Warehouse,234,163,Backordered,2025-04-29T02:15:22
1946,Responsibility BlanchedAlmond,SKU-101946,WH-C,1838,48,Low Stock,2024-03-18T19:53:03
1947,Family DarkKhaki,SKU-101947,WH-C,1929,92,Backordered,2022-12-06T11:07:04
1948,Notice Gainsboro,SKU-101948,WH-B,1513,446,Backordered,2025-01-14T07:29:10
1949,Cup DarkSlateGray,SKU-101949,WH-B,1656,487,Available,2024-06-28T22:15:39
1950,Economic DarkSlateBlue,SKU-101950,Main Warehouse,1831,352,Low Stock,2025-02-24T00:06:23
1951,Age Turquoise,SKU-101951,WH-A,807,342,Backordered,2024-05-22T02:36:14
1952,Notice Maroon,SKU-101952,WH-A,1789,44,Low Stock,2024-03-11T18:23:52
1953,Have DarkGray,SKU-101953,WH-A,613,436,Backordered,2025-06-01T01:03:56
1954,Middle DarkGreen,SKU-101954,Main Warehouse,604,373,Backordered,2024-12-03T23:04:55
1955,That Silver,SKU-101955,WH-C,305,40,Low Stock,2025-06-30T21:55:52
1956,Cup MediumSpringGreen,SKU-101956,WH-A,1616,423,Low Stock,2024-04-13T03:26:04
1957,Before RosyBrown,SKU-101957,Main Warehouse,1291,207,Backordered,2024-09-01T00:47:12
1958,Hundred LemonChiffon,SKU-101958,Main Warehouse,414,23,Low Stock,2025-07-10T15:48:30
1959,Tend DarkSlateGray,SKU-101959,WH-C,1947,39,Low Stock,2025-04-21T16:39:47
1960,Everything RosyBrown,SKU-101960,WH-C,1399,449,Low Stock,2024-11-29T17:22:28
1961,Concern OldLace,SKU-101961,WH-B,1481,489,Available,2025-04-27T18:43:16
1962,Give MediumTurquoise,SKU-101962,WH-B,1511,155,Backordered,2025-09-09T08:41:34
1963,Standard Gold,SKU-101963,WH-A,1508,369,Low Stock,2023-06-26T08:27:51
1964,Opportunity Lime,SKU-101964,WH-B,1582,233,Low Stock,2024-05-30T17:44:35
1965,Yard Silver,SKU-101965,WH-C,1318,437,Available,2023-06-28T05:02:29
1966,Soldier Khaki,SKU-101966,WH-C,184,100,Available,2025-04-14T22:22:35
1967,Huge Bisque,SKU-101967,WH-A,740,377,Low Stock,2025-02-09T02:47:47
1968,Economy Moccasin,SKU-101968,WH-C,979,302,Backordered,2024-01-08T15:50:16
1969,Participant BlanchedAlmond,SKU-101969,WH-A,1448,23,Backordered,2025-02-24T00:46:50
1970,Improve LawnGreen,SKU-101970,Main Warehouse,1244,477,Backordered,2025-10-14T13:26:51
1971,Represent Gold,SKU-101971,WH-A,279,419,Low Stock,2024-08-25T18:50:25
1972,Often MediumOrchid,SKU-101972,WH-B,665,164,Discontinued,2024-03-16T12:52:28
1973,Identify DarkMagenta,SKU-101973,WH-A,176,293,Available,2024-01-26T11:22:47
1974,Suddenly FloralWhite,SKU-101974,WH-A,417,419,Backordered,2023-01-11T09:07:15
1975,Suggest MediumBlue,SKU-101975,WH-B,536,420,Backordered,2023-10-30T21:22:38
1976,Edge LightSkyBlue,SKU-101976,Main Warehouse,140,113,Low Stock,2023-01-29T06:08:09
1977,On Orchid,SKU-101977,Main Warehouse,1417,100,Discontinued,2024-12-24T22:41:31
1978,Discover LightBlue,SKU-101978,Main Warehouse,1119,222,Available,2025-09-19T07:12:40
1979,Ok HotPink,SKU-101979,WH-B,1010,132,Backordered,2025-05-14T17:41:00
1980,Set GreenYellow,SKU-101980,WH-B,237,403,Available,2024-03-20T22:45:02
1981,Act MediumVioletRed,SKU-101981,WH-B,53,405,Low Stock,2025-09-07T21:40:09
1982,Yard MediumSlateBlue,SKU-101982,WH-A,1808,366,Low Stock,2024-05-11T10:11:14
1983,Across Azure,SKU-101983,WH-A,458,30,Available,2023-09-19T13:45:05
1984,Technology GoldenRod,SKU-101984,WH-C,1212,449,Backordered,2023-08-31T16:14:32
1985,Allow DarkViolet,SKU-101985,WH-A,333,326,Available,2024-11-25T17:52:38
1986,Discuss LightGray,SKU-101986,WH-A,1184,204,Discontinued,2025-05-07T15:35:52
1987,Later YellowGreen,SKU-101987,WH-C,1657,194,Low Stock,2024-04-25T06:14:57
1988,Game Red,SKU-101988,WH-B,239,432,Available,2023-02-26T14:53:36
1989,Case Orchid,SKU-101989,WH-A,1050,88,Available,2023-12-13T05:39:36
1990,Discussion BlueViolet,SKU-101990,WH-B,393,174,Discontinued,2023-05-04T06:37:34
1991,Scene Navy,SKU-101991,WH-B,192,236,Low Stock,2022-12-14T08:40:41
1992,End Indigo,SKU-101992,WH-B,1557,230,Discontinued,2023-12-26T11:05:42
1993,Door DarkMagenta,SKU-101993,Main Warehouse,110,163,Available,2024-02-24T14:27:25
1994,Direction MintCream,SKU-101994,Main Warehouse,174,15,Low Stock,2024-09-03T19:40:04
1995,By Moccasin,SKU-101995,WH-A,1266,68,Discontinued,2025-06-02T19:04:37
1996,System Teal,SKU-101996,WH-C,73,174,Available,2024-12-13T19:17:54
1997,Degree LightGoldenRodYellow,SKU-101997,WH-A,489,379,Low Stock,2024-03-07T06:02:32
1998,Choose Peru,SKU-101998,WH-B,46,400,Low Stock,2023-06-11T21:28:42
1999,Court DarkMagenta,SKU-101999,WH-C,1951,419,Backordered,2023-01-06T05:40:18
2000,Issue Green,SKU-102000,WH-C,880,24,Discontinued,2023-03-22T06:11:26
