id,shipment_id,date,carrier,destination,status,created_at
1555,SHP-2555,2021-10-13,Maersk,"Port James, Micronesia",In Transit,2023-03-24T01:38:49
1556,SHP-2556,2022-11-30,FedEx,"Crawfordport, Mongolia",Cancelled,2023-04-04T05:29:35
1557,SHP-2557,2021-02-06,Maersk,"Roseport, Netherlands Antilles",Pending,2022-04-16T11:30:03
1558,SHP-2558,2021-05-19,Local Carrier,"North Denisefort, Israel",Pending,2022-11-06T21:50:00
1559,SHP-2559,2022-10-27,Local Carrier,"South Stephanie, Switzerland",Delivered,2025-05-29T01:20:20
1560,SHP-2560,2023-12-13,Maersk,"West Troy, Vanuatu",Pending,2025-07-17T01:09:48
1561,SHP-2561,2025-03-31,FedEx,"West Rebecca, Yemen",Delivered,2025-07-27T23:45:44
1562,SHP-2562,2024-09-09,Maersk,"Port Nathanfort, Netherlands Antilles",In Transit,2022-10-30T16:52:39
1563,SHP-2563,2021-02-12,Local Carrier,"Moraleston, Palestinian Territory",Cancelled,2021-12-29T00:02:23
1564,SHP-2564,2025-08-19,Local Carrier,"Christinaberg, Northern Mariana Islands",In Transit,2024-10-08T00:53:58
1565,SHP-2565,2023-09-30,Maersk,"Port Douglasville, Saint Kitts and Nevis",Pending,2024-07-12T13:20:14
1566,SHP-2566,2021-06-24,UPS,"Port Paulton, Peru",In Transit,2024-11-21T05:22:45
1567,SHP-2567,2021-07-20,Local Carrier,"Brendaport, Vietnam",Pending,2021-06-26T19:56:39
1568,SHP-2568,2022-03-21,FedEx,"Robertmouth, Ireland",Pending,2025-01-19T22:35:38
1569,SHP-2569,2022-02-01,UPS,"East Jackstad, Solomon Islands",In Transit,2024-04-28T13:48:28
1570,SHP-2570,2024-08-17,DHL,"North Robynfurt, Reunion",In Transit,2021-11-30T17:27:41
1571,SHP-2571,2023-03-07,DHL,"South Haley, Ireland",Pending,2021-03-14T17:20:12
1572,SHP-2572,2023-09-02,FedEx,"East Erinport, Jersey",Cancelled,2022-08-19T09:44:58
1573,SHP-2573,2022-11-01,Maersk,"Fosterfort, Netherlands Antilles",Cancelled,2023-02-08T18:42:08
1574,SHP-2574,2024-01-05,UPS,"Floresbury, Jamaica",Delivered,2021-03-01T03:17:31
1575,SHP-2575,2023-06-19,UPS,"South Jamesfort, Brunei Darussalam",Pending,2023-10-05T06:59:11
1576,SHP-2576,2023-06-03,Maersk,"Lake Christopherburgh, United Arab Emirates",Delivered,2023-07-26T02:01:52
1577,SHP-2577,2023-11-01,DHL,"South Christopher, Czech Republic",In Transit,2021-09-29T22:08:21
1578,SHP-2578,2025-02-12,DHL,"South Jaclyn, Jamaica",In Transit,2024-04-25T08:23:43
1579,SHP-2579,2025-06-05,Maersk,"West Evan, Mauritius",Cancelled,2022-11-26T12:50:08
1580,SHP-2580,2024-04-28,Maersk,"South Amybury, Swaziland",In Transit,2022-09-17T04:18:03
1581,SHP-2581,2023-04-26,FedEx,"Angelaland, Holy See (Vatican City State)",Delivered,2024-02-24T11:12:23
1582,SHP-2582,2025-06-09,Maersk,"Reevestown, Guinea-Bissau",Delivered,2025-04-15T03:12:34
1583,SHP-2583,2024-01-10,UPS,"Johnville, British Indian Ocean Territory (Chagos Archipelago)",Cancelled,2024-10-27T03:17:41
1584,SHP-2584,2024-02-29,UPS,"Walkerfort, Bahrain",Delivered,2022-08-18T21:41:40
1585,SHP-2585,2021-02-24,Maersk,"Laurastad, Bhutan",Pending,2021-04-01T04:20:26
1586,SHP-2586,2023-04-25,Maersk,"North Stephanie, Tuvalu",In Transit,2024-02-19T06:08:20
1587,SHP-2587,2021-11-28,DHL,"New Stephen, Sao Tome and Principe",In Transit,2020-12-06T14:04:46
1588,SHP-2588,2025-06-16,UPS,"Lake Waynestad, Malaysia",Cancelled,2022-07-22T03:29:06
1589,SHP-2589,2023-10-08,DHL,"Lake Karinafort, French Polynesia",Delivered,2021-11-18T06:34:36
1590,SHP-2590,2023-10-18,UPS,"South Toddside, Cape Verde",Cancelled,2024-07-26T15:02:53
1591,SHP-2591,2025-09-13,UPS,"Martinezborough, Maldives",Cancelled,2022-01-11T20:11:56
1592,SHP-2592,2021-10-04,DHL,"Port Tracy, United States Virgin Islands",In Transit,2025-08-21T03:18:30
1593,SHP-2593,2023-06-04,Local Carrier,"Cummingsborough, Guinea",Pending,2022-02-22T10:42:50
1594,SHP-2594,2023-08-18,FedEx,"Josephton, Morocco",Cancelled,2022-05-13T06:40:02
1595,SHP-2595,2024-07-19,FedEx,"Thomaston, Luxembourg",Pending,2023-06-04T03:18:14
1596,SHP-2596,2025-03-06,UPS,"East Meredith, Thailand",Pending,2024-11-12T04:22:00
1597,SHP-2597,2022-12-08,UPS,"South Rachael, Costa Rica",Cancelled,2025-03-07T04:15:08
1598,SHP-2598,2024-12-08,FedEx,"East Jamesfurt, Germany",In Transit,2025-09-09T13:22:29
1599,SHP-2599,2022-09-14,FedEx,"Hestershire, Guyana",In Transit,2021-05-29T22:50:22
1600,SHP-2600,2025-09-01,FedEx,"West Tonya, El Salvador",Pending,2023-11-27T13:50:11
1601,SHP-2601,2023-07-14,UPS,"Farmerbury, Bulgaria",Cancelled,2025-07-17T07:24:39
1602,SHP-2602,2023-10-07,Maersk,"Craigborough, Mongolia",Delivered,2025-03-26T09:41:58
1603,SHP-2603,2023-03-31,FedEx,"Port Richardchester, Cayman Islands",Delivered,2021-05-08T05:37:28
1604,SHP-2604,2021-08-29,Maersk,"South Michael, Tunisia",Pending,2021-03-17T01:46:37
1605,SHP-2605,2023-07-04,DHL,"Stephentown, Cuba",Cancelled,2025-02-26T02:30:21
1606,SHP-2606,2025-01-15,DHL,"Jasonmouth, Korea",Cancelled,2020-11-14T22:14:57
1607,SHP-2607,2024-03-30,FedEx,"Port Josetown, Tuvalu",Pending,2023-01-16T17:49:09
1608,SHP-2608,2024-04-13,FedEx,"East Christopherland, Norway",Pending,2021-08-16T22:18:38
1609,SHP-2609,2023-09-12,Local Carrier,"East Matthewville, New Zealand",Cancelled,2021-06-10T01:12:57
1610,SHP-2610,2023-04-23,DHL,"Salinasport, Cocos (Keeling) Islands",Pending,2021-11-01T15:00:44
1611,SHP-2611,2022-12-18,UPS,"Buchananland, New Zealand",Cancelled,2024-05-09T16:49:12
1612,SHP-2612,2023-02-06,DHL,"Victoriaton, Pitcairn Islands",In Transit,2023-07-23T16:46:02
1613,SHP-2613,2023-01-19,Local Carrier,"Harrischester, Saudi Arabia",In Transit,2023-12-09T03:55:19
1614,SHP-2614,2022-07-08,FedEx,"West Noahburgh, Slovakia (Slovak Republic)",In Transit,2022-10-22T02:31:24
1615,SHP-2615,2023-05-29,DHL,"Port Erica, Hong Kong",Cancelled,2024-04-06T12:23:30
1616,SHP-2616,2024-04-30,Maersk,"Lunashire, South Georgia and the South Sandwich Islands",Pending,2023-11-10T03:34:56
1617,SHP-2617,2021-11-28,DHL,"East Marychester, Bolivia",Cancelled,2022-04-06T04:51:48
1618,SHP-2618,2023-09-19,FedEx,"Oscarfurt, Botswana",Pending,2023-07-01T05:39:19
1619,SHP-2619,2024-03-31,FedEx,"Kellyburgh, Reunion",In Transit,2022-07-05T02:55:16
1620,SHP-2620,2023-10-31,UPS,"Johnmouth, Palestinian Territory",In Transit,2024-04-10T20:56:46
1621,SHP-2621,2023-07-06,FedEx,"Brianhaven, Saint Kitts and Nevis",In Transit,2023-08-27T21:13:30
1622,SHP-2622,2021-07-31,FedEx,"Lesliestad, Ireland",Delivered,2023-12-28T04:12:15
1623,SHP-2623,2022-03-19,UPS,"Lake Lindaton, Mauritania",In Transit,2023-02-17T01:56:52
1624,SHP-2624,2024-03-04,Local Carrier,"Hahnville, Saint Kitts and Nevis",Pending,2022-10-18T23:06:48
1625,SHP-2625,2025-07-09,Local Carrier,"New Courtneyhaven, Chile",In Transit,2022-09-21T10:46:26
1626,SHP-2626,2025-06-24,Local Carrier,"Lake Teresa, Palestinian Territory",In Transit,2023-04-03T23:02:47
1627,SHP-2627,2021-02-16,Maersk,"Sandersland, Christmas Island",Pending,2023-05-20T20:57:58
1628,SHP-2628,2023-05-03,Local Carrier,"Lake John, Costa Rica",Pending,2021-07-17T02:34:33
1629,SHP-2629,2025-08-06,DHL,"South Judy, Bahrain",Pending,2024-10-28T04:00:58
1630,SHP-2630,2023-01-22,UPS,"West Amanda, Guyana",In Transit,2024-09-07T08:35:55
1631,SHP-2631,2025-01-24,FedEx,"Michaelmouth, Congo",Delivered,2025-06-21T03:50:19
1632,SHP-2632,2021-10-09,FedEx,"Stephaniefort, Saint Lucia",Cancelled,2024-03-18T19:35:00
1633,SHP-2633,2025-09-14,Local Carrier,"Port Sheilaville, Swaziland",Pending,2021-07-10T00:48:07
1634,SHP-2634,2023-10-09,DHL,"Jensenfurt, Suriname",Delivered,2022-02-18T03:51:35
1635,SHP-2635,2022-09-16,Maersk,"Brianbury, Martinique",Pending,2021-05-05T15:30:49
1636,SHP-2636,2022-10-22,Maersk,"Lake Victoriahaven, Ireland",In Transit,2022-04-27T20:05:34
1637,SHP-2637,2023-06-14,UPS,"Brandyburgh, Mauritius",Cancelled,2023-05-24T22:29:42
1638,SHP-2638,2024-08-11,UPS,"Lake Kaitlyn, Djibouti",In Transit,2023-03-22T11:50:25
1639,SHP-2639,2023-05-17,Local Carrier,"Jonestown, Liechtenstein",In Transit,2025-05-20T06:31:31
1640,SHP-2640,2024-04-29,UPS,"Garnerburgh, Hong Kong",Cancelled,2024-12-05T20:36:19
1641,SHP-2641,2021-02-03,Maersk,"Watsonton, Panama",Delivered,2021-10-24T03:30:05
1642,SHP-2642,2021-01-12,Maersk,"Kennethland, Saint Kitts and Nevis",In Transit,2020-12-06T17:03:22
1643,SHP-2643,2023-04-16,UPS,"East Beckyview, Iceland",Delivered,2021-03-22T10:56:26
1644,SHP-2644,2023-07-22,UPS,"Lopezshire, Falkland Islands (Malvinas)",Delivered,2020-12-09T13:33:19
1645,SHP-2645,2020-11-12,FedEx,"East Reginamouth, Ethiopia",In Transit,2022-10-01T02:18:41
1646,SHP-2646,2025-02-13,Maersk,"Coxtown, South Georgia and the South Sandwich Islands",In Transit,2025-01-03T09:23:42
1647,SHP-2647,2023-10-10,DHL,"New Taylorview, Cook Islands",Pending,2022-04-27T16:52:53
1648,SHP-2648,2024-06-22,FedEx,"Emilyview, South Georgia and the South Sandwich Islands",Pending,2022-10-18T10:47:56
1649,SHP-2649,2024-09-23,Maersk,"Nancytown, Saint Helena",In Transit,2021-01-18T17:15:18
1650,SHP-2650,2023-12-31,UPS,"Marciamouth, Tuvalu",In Transit,2021-12-25T20:58:18
1651,SHP-2651,2024-12-08,UPS,"Patrickport, Tonga",In Transit,2021-08-23T04:40:08
1652,SHP-2652,2022-05-26,DHL,"Jasontown, Yemen",Delivered,2023-03-12T01:44:48
1653,SHP-2653,2024-07-13,Maersk,"Williamsville, Colombia",Pending,2024-10-15T11:51:29
1654,SHP-2654,2023-08-14,Local Carrier,"Chenview, Saint Pierre and Miquelon",Delivered,2022-07-27T20:16:41
1655,SHP-2655,2021-09-17,Maersk,"North Hannahburgh, Mauritania",In Transit,2025-04-17T02:14:59
1656,SHP-2656,2022-10-02,UPS,"Joanntown, Nicaragua",Delivered,2022-04-01T07:06:05
1657,SHP-2657,2025-09-24,Local Carrier,"Rogersmouth, Pakistan",Pending,2024-04-14T18:40:53
1658,SHP-2658,2021-07-20,FedEx,"Port James, Cape Verde",In Transit,2022-12-19T04:20:08
1659,SHP-2659,2025-07-01,DHL,"Flowersfurt, Jersey",Delivered,2025-04-14T23:08:43
1660,SHP-2660,2021-05-28,DHL,"Williamsfort, Zimbabwe",In Transit,2023-03-18T00:28:39
1661,SHP-2661,2021-03-25,Local Carrier,"Ramoschester, Dominican Republic",Pending,2022-12-19T22:35:31
1662,SHP-2662,2024-10-12,DHL,"South Rhondafurt, Jamaica",Delivered,2022-01-10T12:27:23
1663,SHP-2663,2023-09-13,DHL,"South Williamfurt, Northern Mariana Islands",Pending,2022-03-19T22:37:49
1664,SHP-2664,2022-01-14,UPS,"North Kara, Western Sahara",Cancelled,2024-05-12T00:38:34
1665,SHP-2665,2022-07-24,Maersk,"Wardburgh, Belize",Cancelled,2024-12-11T02:34:17
1666,SHP-2666,2024-03-23,Local Carrier,"South Michaelside, Saint Kitts and Nevis",Pending,2023-12-10T16:59:29
1667,SHP-2667,2022-12-18,Maersk,"North Carlos, Indonesia",Pending,2024-04-19T17:41:44
1668,SHP-2668,2021-03-19,Maersk,"West Jasonmouth, Sierra Leone",In Transit,2023-12-02T04:20:51
1669,SHP-2669,2024-12-12,Maersk,"Lake Jacobville, Antarctica (the territory South of 60 deg S)",Delivered,2021-03-20T17:37:09
1670,SHP-2670,2021-11-05,Local Carrier,"Greenbury, Yemen",Delivered,2022-12-12T22:09:34
1671,SHP-2671,2021-07-24,Maersk,"South Eileenfurt, Sudan",In Transit,2021-11-10T07:51:47
1672,SHP-2672,2025-04-16,FedEx,"Kimberlyborough, British Indian Ocean Territory (Chagos Archipelago)",Cancelled,2025-05-30T23:32:04
1673,SHP-2673,2021-07-20,Local Carrier,"Port Billychester, Seychelles",Pending,2023-12-01T17:47:46
1674,SHP-2674,2024-03-07,Maersk,"Hernandezland, Guyana",In Transit,2022-09-13T11:28:06
1675,SHP-2675,2024-01-08,Local Carrier,"Meghanberg, Germany",Pending,2023-12-05T02:42:40
1676,SHP-2676,2022-05-28,UPS,"South Deniseborough, Japan",In Transit,2021-07-20T12:56:04
1677,SHP-2677,2022-10-23,UPS,"South Rachel, Vietnam",Delivered,2023-01-12T21:19:14
1678,SHP-2678,2022-10-11,FedEx,"East Stevenberg, Switzerland",In Transit,2023-12-06T18:43:09
1679,SHP-2679,2023-05-04,Maersk,"South Kristenside, San Marino",In Transit,2023-05-12T20:24:56
1680,SHP-2680,2022-02-13,DHL,"West Michelleton, Singapore",In Transit,2024-09-26T20:26:43
1681,SHP-2681,2025-09-04,FedEx,"Georgestad, Western Sahara",In Transit,2025-10-04T11:21:04
1682,SHP-2682,2025-08-01,Maersk,"Nguyenville, Paraguay",Pending,2025-01-02T03:57:15
1683,SHP-2683,2025-04-12,FedEx,"Randyland, Fiji",Delivered,2025-05-27T08:41:46
1684,SHP-2684,2023-09-20,DHL,"Alexafurt, Mongolia",Pending,2022-01-27T23:49:55
1685,SHP-2685,2021-06-10,Local Carrier,"Port Tammy, Gibraltar",Delivered,2022-05-03T09:03:00
1686,SHP-2686,2020-12-15,FedEx,"Ellenhaven, Tonga",Pending,2023-10-01T10:27:57
1687,SHP-2687,2022-11-13,FedEx,"New Richardfort, Congo",Pending,2022-04-05T03:45:53
1688,SHP-2688,2025-07-20,DHL,"Maureenville, Latvia",Delivered,2024-06-17T06:47:28
1689,SHP-2689,2023-10-08,FedEx,"Port Gregory, Saint Pierre and Miquelon",Pending,2022-06-27T17:01:52
1690,SHP-2690,2023-09-02,Local Carrier,"North Jeffrey, Chile",Delivered,2021-08-30T23:43:32
1691,SHP-2691,2020-12-03,Local Carrier,"Reidside, Martinique",Cancelled,2021-02-23T07:39:01
1692,SHP-2692,2021-02-22,DHL,"Port Sarahtown, Saint Kitts and Nevis",Delivered,2021-08-28T13:55:44
1693,SHP-2693,2024-12-19,FedEx,"West Brandonborough, Guinea-Bissau",In Transit,2024-10-06T15:32:23
1694,SHP-2694,2024-08-06,FedEx,"Weaverville, Armenia",Pending,2024-02-26T09:48:11
1695,SHP-2695,2020-12-30,FedEx,"Gregoryfurt, Kyrgyz Republic",Pending,2024-04-07T12:37:57
1696,SHP-2696,2021-06-10,FedEx,"Jonesborough, Vanuatu",Delivered,2023-05-24T12:25:21
1697,SHP-2697,2020-11-09,Maersk,"East Sarahburgh, Egypt",Cancelled,2023-06-02T09:25:16
1698,SHP-2698,2021-12-16,Local Carrier,"Erinbury, Burundi",In Transit,2022-03-26T03:40:00
1699,SHP-2699,2023-01-09,Local Carrier,"Amybury, Timor-Leste",Cancelled,2025-06-12T07:53:01
1700,SHP-2700,2024-09-18,Local Carrier,"Gileschester, Singapore",In Transit,2023-05-18T10:02:11
1701,SHP-2701,2023-12-05,UPS,"Johnsonland, Germany",Delivered,2025-02-22T22:47:58
1702,SHP-2702,2025-03-23,Maersk,"Port Leslie, Qatar",Delivered,2022-09-08T06:54:49
1703,SHP-2703,2020-12-27,Maersk,"Martinezport, Iran",Cancelled,2021-10-20T20:51:30
1704,SHP-2704,2023-05-16,Local Carrier,"East Joseph, Liechtenstein",Cancelled,2023-06-07T13:49:30
1705,SHP-2705,2024-06-28,Local Carrier,"East Danielton, Western Sahara",Pending,2025-10-14T10:00:44
1706,SHP-2706,2024-11-05,DHL,"Fisherton, Korea",Cancelled,2024-10-29T00:03:56
1707,SHP-2707,2023-07-04,Local Carrier,"Bruceside, Niue",Delivered,2022-03-06T04:02:08
1708,SHP-2708,2021-05-30,DHL,"North Michaelborough, Colombia",In Transit,2024-10-19T09:18:28
1709,SHP-2709,2023-04-05,Local Carrier,"Matthewville, Lithuania",Pending,2024-09-09T22:29:58
1710,SHP-2710,2022-01-17,FedEx,"Adammouth, Japan",Pending,2025-01-30T12:47:59
1711,SHP-2711,2024-05-09,DHL,"Jonestown, Holy See (Vatican City State)",In Transit,2024-03-01T08:56:13
1712,SHP-2712,2022-10-31,FedEx,"Tomshire, Cape Verde",Delivered,2021-02-02T16:52:28
1713,SHP-2713,2024-03-07,DHL,"Lake Kevin, Marshall Islands",Pending,2021-03-01T14:10:47
1714,SHP-2714,2025-09-07,DHL,"Stewartbury, Norway",In Transit,2021-06-05T20:05:21
1715,SHP-2715,2023-03-06,Maersk,"South Michael, Korea",Cancelled,2024-03-22T06:47:43
1716,SHP-2716,2023-07-10,FedEx,"North Nicholas, Puerto Rico",Pending,2021-03-29T02:14:47
1717,SHP-2717,2024-03-12,Local Carrier,"Lake Margaret, Hungary",Delivered,2024-11-01T23:44:29
1718,SHP-2718,2025-05-22,UPS,"East Toddport, Oman",Pending,2023-03-11T03:05:22
1719,SHP-2719,2022-06-21,FedEx,"South Maxberg, Italy",Cancelled,2021-11-02T00:55:11
1720,SHP-2720,2022-09-02,UPS,"Lake Michaelfurt, Jamaica",Pending,2024-04-18T01:42:33
1721,SHP-2721,2023-10-11,DHL,"Smithhaven, Indonesia",Cancelled,2021-08-28T23:46:08
1722,SHP-2722,2021-02-03,Maersk,"Taraburgh, Azerbaijan",Delivered,2022-05-02T13:12:03
1723,SHP-2723,2024-10-14,Maersk,"Jimfort, Pitcairn Islands",Delivered,2021-10-12T02:49:58
1724,SHP-2724,2024-10-24,Local Carrier,"South Daniel, Gibraltar",Cancelled,2021-07-05T20:23:44
1725,SHP-2725,2021-12-08,FedEx,"Kristinaland, Reunion",Pending,2021-04-21T13:39:40
1726,SHP-2726,2023-12-20,FedEx,"New Shanemouth, Falkland Islands (Malvinas)",Delivered,2021-06-19T11:56:12
1727,SHP-2727,2025-09-15,Maersk,"Johnsonmouth, Papua New Guinea",In Transit,2022-10-03T14:58:26
1728,SHP-2728,2022-01-13,Maersk,"West Deniseside, China",Delivered,2022-04-17T07:50:50
1729,SHP-2729,2025-06-19,Maersk,"West Brianna, Uganda",Delivered,2023-05-15T21:45:46
1730,SHP-2730,2025-10-28,Local Carrier,"Booneview, Nepal",Delivered,2020-11-05T01:23:08
1731,SHP-2731,2023-04-04,FedEx,"Port Zacharymouth, Iceland",Cancelled,2025-05-14T03:41:31
1732,SHP-2732,2021-06-25,Maersk,"Mckinneyberg, Austria",Cancelled,2025-01-04T09:57:06
1733,SHP-2733,2025-01-19,Maersk,"New Wendyburgh, Sierra Leone",In Transit,2021-04-11T00:14:24
1734,SHP-2734,2022-04-16,Local Carrier,"Diazview, Sierra Leone",In Transit,2025-04-19T03:43:10
1735,SHP-2735,2025-01-09,UPS,"South Rodney, Faroe Islands",Delivered,2025-08-10T09:40:54
1736,SHP-2736,2024-07-04,FedEx,"Beniteztown, Bhutan",Pending,2024-06-23T22:30:04
1737,SHP-2737,2021-07-09,Local Carrier,"East Jeffreystad, Zimbabwe",Delivered,2025-09-14T08:47:35
1738,SHP-2738,2022-07-25,DHL,"Nicholsland, Iceland",Pending,2025-09-13T03:12:20
1739,SHP-2739,2024-05-24,Maersk,"Kelleyberg, Afghanistan",Delivered,2022-05-14T07:09:12
1740,SHP-2740,2021-07-13,DHL,"Port Kevinchester, Saint Helena",In Transit,2023-01-02T07:58:29
1741,SHP-2741,2021-10-11,Local Carrier,"South John, Guinea-Bissau",Delivered,2023-02-13T06:50:30
1742,SHP-2742,2023-01-03,DHL,"South Christopher, Turkmenistan",Delivered,2023-06-11T10:35:21
1743,SHP-2743,2020-12-28,UPS,"Brewerton, Palestinian Territory",Delivered,2024-12-31T23:22:45
1744,SHP-2744,2023-09-21,UPS,"North Lauren, Lithuania",Cancelled,2021-01-20T22:00:43
1745,SHP-2745,2025-07-26,DHL,"Petersonside, Iran",Pending,2022-07-31T17:03:24
1746,SHP-2746,2022-01-11,DHL,"Hesschester, Somalia",Cancelled,2024-04-18T09:25:58
1747,SHP-2747,2024-07-09,DHL,"New Diane, Seychelles",Cancelled,2022-01-19T04:10:14
1748,SHP-2748,2020-11-30,Local Carrier,"Patrickstad, Chile",Pending,2025-05-20T22:25:19
1749,SHP-2749,2024-04-07,DHL,"Lake Cindy, Sweden",Pending,2022-04-26T01:33:47
1750,SHP-2750,2021-12-06,Maersk,"East Sonyaborough, Dominican Republic",Pending,2021-09-21T07:35:16
1751,SHP-2751,2021-10-20,Maersk,"Perkinschester, Germany",Cancelled,2023-03-08T00:50:55
1752,SHP-2752,2023-11-12,FedEx,"Espinozaton, Gibraltar",Pending,2023-11-08T08:22:20
1753,SHP-2753,2024-03-30,Local Carrier,"East Sethville, Venezuela",Cancelled,2023-03-10T06:14:49
1754,SHP-2754,2025-05-06,Maersk,"North Trevorborough, El Salvador",Cancelled,2024-06-19T15:29:43
1755,SHP-2755,2024-12-06,Local Carrier,"Brandthaven, Papua New Guinea",Delivered,2022-05-14T06:14:59
1756,SHP-2756,2025-03-11,DHL,"Laurieland, Guam",Delivered,2024-01-23T14:30:00
1757,SHP-2757,2023-11-10,Maersk,"Gonzalezside, Pitcairn Islands",In Transit,2024-03-25T09:02:35
1758,SHP-2758,2024-09-12,UPS,"Allenborough, Niue",Pending,2023-11-05T08:58:38
1759,SHP-2759,2021-12-20,DHL,"West Lisa, Faroe Islands",Pending,2024-05-07T16:20:47
1760,SHP-2760,2025-10-08,Maersk,"Proctormouth, Cocos (Keeling) Islands",Pending,2024-12-04T15:30:43
1761,SHP-2761,2025-01-27,UPS,"Port John, Turkmenistan",Pending,2023-03-17T06:25:11
1762,SHP-2762,2024-12-18,FedEx,"Seanborough, Norfolk Island",Delivered,2020-11-13T12:25:18
1763,SHP-2763,2024-03-04,UPS,"Tracychester, Nepal",Pending,2022-03-11T11:11:52
1764,SHP-2764,2021-06-23,UPS,"Beckstad, India",In Transit,2024-09-01T16:39:42
1765,SHP-2765,2023-10-20,FedEx,"East Dawnbury, Russian Federation",Delivered,2024-04-08T18:03:33
1766,SHP-2766,2021-12-02,DHL,"Michelefort, American Samoa",Pending,2024-08-31T18:45:44
1767,SHP-2767,2025-07-17,Maersk,"Ianview, Djibouti",In Transit,2022-07-21T03:24:06
1768,SHP-2768,2025-05-12,UPS,"West Jasonstad, Italy",Pending,2021-10-25T23:03:55
1769,SHP-2769,2021-05-19,DHL,"North Tiffany, Bulgaria",Cancelled,2023-08-05T08:35:33
1770,SHP-2770,2021-06-22,FedEx,"Meganport, Tanzania",Pending,2022-03-16T02:45:11
1771,SHP-2771,2021-05-02,DHL,"East Christopherstad, Portugal",In Transit,2024-06-02T09:17:02
1772,SHP-2772,2024-07-30,DHL,"West Bobby, Macao",Cancelled,2024-08-18T16:24:27
1773,SHP-2773,2022-12-08,Local Carrier,"East Vincentmouth, Vanuatu",Pending,2022-03-06T01:22:47
1774,SHP-2774,2025-06-29,UPS,"Avilaberg, Chile",In Transit,2025-07-01T00:49:24
1775,SHP-2775,2022-11-29,FedEx,"North Christina, Japan",Cancelled,2024-04-27T12:43:04
1776,SHP-2776,2024-07-13,FedEx,"New Justin, Thailand",Cancelled,2025-01-20T09:22:11
1777,SHP-2777,2023-01-26,UPS,"East Amanda, Comoros",In Transit,2020-12-29T20:36:32
1778,SHP-2778,2022-02-19,UPS,"Sarahchester, Costa Rica",In Transit,2022-03-08T03:29:21
1779,SHP-2779,2024-09-26,UPS,"Lake Robin, Ireland",In Transit,2022-04-27T18:50:21
1780,SHP-2780,2024-03-07,Local Carrier,"West Amberport, Sudan",Delivered,2023-02-03T19:48:56
1781,SHP-2781,2020-12-12,Local Carrier,"Webbview, Niger",Delivered,2021-09-05T09:31:47
1782,SHP-2782,2021-07-09,FedEx,"Kiddburgh, Argentina",Delivered,2023-02-07T19:47:36
1783,SHP-2783,2024-06-24,UPS,"West Erica, Lesotho",Delivered,2023-08-17T23:44:45
1784,SHP-2784,2021-03-27,Local Carrier,"South Summerville, China",Cancelled,2023-08-23T03:45:01
1785,SHP-2785,2023-11-05,Maersk,"Port Melissaton, Eritrea",Cancelled,2025-10-30T05:59:49
1786,SHP-2786,2023-12-22,DHL,"Parkerton, Azerbaijan",Delivered,2023-12-09T19:40:30
1787,SHP-2787,2021-03-19,FedEx,"Cannonton, Brunei Darussalam",Delivered,2021-02-08T23:59:49
1788,SHP-2788,2022-04-11,Maersk,"Lake Larry, Cameroon",In Transit,2023-05-14T11:21:29
1789,SHP-2789,2022-08-23,FedEx,"New Fred, Liberia",In Transit,2022-04-05T12:00:09
1790,SHP-2790,2021-01-18,Local Carrier,"Mooreville, Turkey",In Transit,2025-07-30T17:27:27
1791,SHP-2791,2024-03-04,Maersk,"Port John, Yemen",Delivered,2021-06-05T15:05:17
1792,SHP-2792,2022-03-22,UPS,"New Melinda, Falkland Islands (Malvinas)",Pending,2025-06-14T17:29:58
1793,SHP-2793,2021-11-22,Local Carrier,"Anthonyville, Mongolia",Pending,2021-09-24T01:12:39
1794,SHP-2794,2023-11-29,FedEx,"West Chloefurt, Senegal",In Transit,2021-01-27T04:15:49
1795,SHP-2795,2021-05-30,DHL,"Briannabury, Greenland",Delivered,2024-12-06T06:40:04
1796,SHP-2796,2024-01-19,Local Carrier,"Johnstad, Jersey",Pending,2021-11-18T03:52:21
1797,SHP-2797,2025-06-14,Maersk,"South Susanmouth, Turkey",Cancelled,2022-06-12T19:05:11
1798,SHP-2798,2022-11-28,FedEx,"South Joannaton, Ireland",Cancelled,2024-12-19T05:46:01
1799,SHP-2799,2020-12-08,FedEx,"Flynnport, Bahrain",In Transit,2022-02-23T11:00:44
1800,SHP-2800,2022-05-07,DHL,"North Jacob, French Guiana",Pending,2024-07-02T15:45:23
1801,SHP-2801,2021-04-08,Maersk,"Grayborough, Seychelles",Delivered,2023-01-29T14:28:54
1802,SHP-2802,2023-11-03,FedEx,"Rachelside, Kiribati",In Transit,2022-02-17T17:41:11
1803,SHP-2803,2020-11-06,DHL,"North Jamesmouth, Brunei Darussalam",Cancelled,2023-06-04T19:21:16
1804,SHP-2804,2023-04-10,FedEx,"South Gailfurt, Finland",Delivered,2024-07-04T19:08:54
1805,SHP-2805,2025-07-24,DHL,"Port Nicholas, Cape Verde",Cancelled,2025-06-16T05:08:55
1806,SHP-2806,2021-03-06,UPS,"Lake Luisfurt, El Salvador",Pending,2024-04-05T19:00:55
1807,SHP-2807,2021-07-27,DHL,"Dianafort, Gibraltar",In Transit,2023-07-09T04:44:24
1808,SHP-2808,2025-04-01,FedEx,"Martinside, Denmark",In Transit,2024-12-01T04:20:11
1809,SHP-2809,2025-03-03,Maersk,"Port Catherine, Palau",In Transit,2021-04-04T03:26:16
